Date,FA#,Condition,Temperature,Colony,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5
2023-11-08 18:00:00,1.0,A,37.0,1.0,1.144,1.087,1.073,1.187,1.107
2023-11-08 18:00:00,1.0,A,20.0,1.0,1.446,1.574,1.379,1.479,1.41
2023-11-08 18:00:00,1.0,A,37.0,2.0,0.73,0.914,0.796,0.832,0.776
2023-11-08 18:00:00,1.0,A,20.0,2.0,1.197,1.19,1.512,1.366,0.872
2023-11-08 18:00:00,1.0,A,37.0,3.0,0.87,0.727,0.699,0.748,0.648
2023-11-08 18:00:00,1.0,A,20.0,3.0,1.298,1.517,1.491,1.473,1.481
2023-11-08 18:00:00,1.0,A,37.0,4.0,0.842,0.862,0.768,0.828,0.855
2023-11-08 18:00:00,1.0,A,20.0,4.0,1.206,1.579,1.635,1.296,1.568
2023-11-08 18:00:00,1.0,A,37.0,5.0,0.706,0.623,0.714,0.648,0.835
2023-11-08 18:00:00,1.0,A,20.0,5.0,0.941,0.684,1.212,1.043,0.919
2023-11-08 18:00:00,1.0,A,37.0,6.0,0.822,0.763,0.754,0.946,0.862
2023-11-08 18:00:00,1.0,A,20.0,6.0,1.478,1.459,1.595,1.562,1.538
2023-11-08 18:00:00,1.0,A,37.0,7.0,0.919,0.964,0.959,0.822,0.817
2023-11-08 18:00:00,1.0,A,20.0,7.0,1.43,1.482,1.596,1.485,1.459
2023-11-08 18:00:00,1.0,A,37.0,8.0,0.777,0.765,0.689,0.715,0.594
2023-11-08 18:00:00,1.0,A,20.0,8.0,1.198,1.077,1.059,1.222,1.018
2023-11-08 18:00:00,1.0,A,37.0,9.0,0.661,0.652,0.742,0.64,0.654
2023-11-08 18:00:00,1.0,A,20.0,9.0,0.98,1.044,1.166,1.079,1.071
2023-11-08 18:00:00,1.0,A,37.0,10.0,0.756,0.757,0.776,0.765,0.769
2023-11-08 18:00:00,1.0,A,20.0,10.0,1.509,1.423,1.565,1.461,1.442
2023-11-08 18:00:00,1.0,A,37.0,11.0,0.995,1.01,1.008,0.974,1.049
2023-11-08 18:00:00,1.0,A,20.0,11.0,1.39,1.355,1.328,1.303,1.286
2023-11-08 18:00:00,1.0,A,37.0,12.0,0.857,0.914,0.903,1.01,0.966
2023-11-08 18:00:00,1.0,A,20.0,12.0,1.318,1.331,1.34,1.311,1.434
2023-11-10 18:00:00,1.0,A,37.0,1.0,0.836,0.716,0.646,0.802,0.765
2023-11-10 18:00:00,1.0,A,20.0,1.0,1.68,1.637,1.486,1.537,1.504
2023-11-10 18:00:00,1.0,A,37.0,2.0,0.536,0.607,0.56,0.675,0.628
2023-11-10 18:00:00,1.0,A,20.0,2.0,1.557,1.573,1.6,1.563,1.069
2023-11-10 18:00:00,1.0,A,37.0,3.0,0.643,0.571,0.491,0.578,0.499
2023-11-10 18:00:00,1.0,A,20.0,3.0,1.582,1.603,1.598,1.616,1.71
2023-11-10 18:00:00,1.0,A,37.0,4.0,0.759,0.62,0.533,0.653,0.67
2023-11-10 18:00:00,1.0,A,20.0,4.0,1.497,1.527,1.514,1.469,1.43
2023-11-10 18:00:00,1.0,A,37.0,5.0,0.584,0.446,0.535,0.447,0.778
2023-11-10 18:00:00,1.0,A,20.0,5.0,1.49,1.596,1.541,1.499,1.588
2023-11-10 18:00:00,1.0,A,37.0,6.0,0.549,0.603,0.498,0.727,0.577
2023-11-10 18:00:00,1.0,A,20.0,6.0,1.626,1.721,1.546,1.631,1.554
2023-11-10 18:00:00,1.0,A,37.0,7.0,0.668,0.65,0.64,0.585,0.518
2023-11-10 18:00:00,1.0,A,20.0,7.0,1.619,1.567,1.541,1.66,1.559
2023-11-10 18:00:00,1.0,A,37.0,8.0,0.606,0.623,0.51,0.572,0.528
2023-11-10 18:00:00,1.0,A,20.0,8.0,1.669,1.698,1.459,1.455,1.547
2023-11-10 18:00:00,1.0,A,37.0,9.0,0.384,0.387,0.409,0.377,0.396
2023-11-10 18:00:00,1.0,A,20.0,9.0,1.364,1.415,1.292,1.315,1.362
2023-11-10 18:00:00,1.0,A,37.0,10.0,0.52,0.581,0.527,0.594,0.536
2023-11-10 18:00:00,1.0,A,20.0,10.0,1.475,1.613,1.475,1.607,1.565
2023-11-10 18:00:00,1.0,A,37.0,11.0,0.664,0.775,0.669,0.62,0.714
2023-11-10 18:00:00,1.0,A,20.0,11.0,1.562,1.597,1.564,1.514,1.575
2023-11-10 18:00:00,1.0,A,37.0,12.0,0.558,0.711,0.59,0.626,0.621
2023-11-10 18:00:00,1.0,A,20.0,12.0,1.483,1.576,1.523,1.544,1.618
2023-11-09 18:00:00,1.0,A,37.0,1.0,1.029,0.953,0.876,1.012,0.958
2023-11-09 18:00:00,1.0,A,20.0,1.0,1.49,1.436,1.589,1.547,1.411
