Date,FA#,Condition,Temperature,Colony,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5
2023-12-07 10:00:00,2.0,37S,37.0,1.0,0.248,0.298,0.251,0.305,0.488
2023-12-07 10:00:00,2.0,37S,20.0,1.0,0.25,0.224,0.267,0.259,0.25
2023-12-07 10:00:00,2.0,37S,37.0,2.0,0.548,0.283,0.393,0.481,0.656
2023-12-07 10:00:00,2.0,37S,20.0,2.0,0.242,0.229,0.259,0.214,0.235
2023-12-07 10:00:00,2.0,37S,37.0,3.0,0.515,0.596,0.681,0.45,0.486
2023-12-07 10:00:00,2.0,37S,20.0,3.0,0.233,0.255,0.238,0.248,0.216
2023-12-07 10:00:00,2.0,37S,37.0,4.0,0.471,0.552,0.454,0.603,0.469
2023-12-07 10:00:00,2.0,37S,20.0,4.0,0.176,0.195,0.197,0.141,0.19
2023-12-07 10:00:00,2.0,37S,37.0,5.0,0.456,0.538,0.439,0.55,0.508
2023-12-07 10:00:00,2.0,37S,20.0,5.0,0.434,0.363,0.432,0.384,0.345
2023-12-07 10:00:00,2.0,37S,37.0,6.0,0.291,0.376,0.307,0.377,0.277
2023-12-07 10:00:00,2.0,37S,20.0,6.0,0.291,0.269,0.239,0.216,0.332
2023-12-07 10:00:00,2.0,37S,37.0,7.0,0.384,0.455,0.495,0.331,0.396
2023-12-07 10:00:00,2.0,37S,20.0,7.0,0.276,0.26,0.48,0.213,0.26
2023-12-07 10:00:00,2.0,37S,37.0,8.0,0.434,0.594,0.263,0.512,0.421
2023-12-07 10:00:00,2.0,37S,20.0,8.0,0.192,0.129,0.213,0.205,0.248
2023-12-07 10:00:00,2.0,37S,37.0,9.0,0.407,0.532,0.326,0.49,0.554
2023-12-07 10:00:00,2.0,37S,20.0,9.0,0.036,0.036,0.036,0.036,0.036
2023-12-07 10:00:00,2.0,37S,37.0,10.0,0.444,0.458,0.65,0.507,0.444
2023-12-07 10:00:00,2.0,37S,20.0,10.0,0.339,0.25,0.32,0.352,0.252
2023-12-07 10:00:00,2.0,37S,37.0,11.0,0.409,0.495,0.479,0.423,0.24
2023-12-07 10:00:00,2.0,37S,20.0,11.0,0.339,0.27,0.278,0.387,0.318
2023-12-07 10:00:00,2.0,37S,37.0,12.0,0.358,0.421,0.3,0.246,0.579
2023-12-07 10:00:00,2.0,37S,20.0,12.0,0.243,0.27,0.268,0.328,0.292
2023-12-07 10:00:00,2.0,P,37.0,1.0,0.586,0.503,0.035,0.542,0.037
2023-12-07 10:00:00,2.0,P,20.0,1.0,1.625,1.452,0.036,1.611,0.037
2023-12-07 10:00:00,2.0,P,37.0,2.0,0.036,0.536,0.036,0.587,0.036
2023-12-07 10:00:00,2.0,P,20.0,2.0,0.037,1.439,0.036,1.371,0.036
2023-12-07 10:00:00,2.0,P,37.0,3.0,0.51,0.035,0.037,0.727,0.489
2023-12-07 10:00:00,2.0,P,20.0,3.0,1.512,0.036,0.037,1.575,1.46
2023-12-07 10:00:00,2.0,P,37.0,4.0,0.486,0.036,0.037,0.498,0.038
2023-12-07 10:00:00,2.0,P,20.0,4.0,1.623,0.036,0.038,1.547,0.036
2023-12-07 10:00:00,2.0,P,37.0,5.0,0.485,0.035,0.036,0.036,0.684
2023-12-07 10:00:00,2.0,P,20.0,5.0,1.519,0.036,0.036,0.037,1.486
2023-12-07 10:00:00,2.0,P,37.0,6.0,0.036,0.56,0.538,0.571,0.036
2023-12-07 10:00:00,2.0,P,20.0,6.0,0.036,1.327,1.505,1.642,0.037
2023-12-07 10:00:00,2.0,P,37.0,7.0,0.036,0.49,0.552,0.553,0.037
