Date,FA#,Condition,Temperature,Colony,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5
2024-03-12 10:00:00,5.0,20S,37.0,1.0,0.108,0.38,0.266,0.502,0.275
2024-03-12 10:00:00,5.0,20S,20.0,1.0,0.225,0.248,0.186,0.204,0.175
2024-03-12 10:00:00,5.0,20S,37.0,2.0,0.314,0.297,0.271,0.343,0.235
2024-03-12 10:00:00,5.0,20S,20.0,2.0,0.214,0.322,0.236,0.266,0.168
2024-03-12 10:00:00,5.0,20S,37.0,3.0,0.088,0.373,0.453,0.333,0.196
2024-03-12 10:00:00,5.0,20S,20.0,3.0,0.363,0.262,0.216,0.31,0.352
2024-03-12 10:00:00,5.0,20S,37.0,4.0,0.403,0.459,0.401,0.454,0.144
2024-03-12 10:00:00,5.0,20S,20.0,4.0,0.26,0.298,0.238,0.351,0.147
2024-03-12 10:00:00,5.0,20S,37.0,5.0,0.118,0.221,0.305,0.245,0.204
2024-03-12 10:00:00,5.0,20S,20.0,5.0,0.228,0.257,0.247,0.298,0.193
2024-03-12 10:00:00,5.0,20S,37.0,6.0,0.332,0.151,0.369,0.359,0.261
2024-03-12 10:00:00,5.0,20S,20.0,6.0,0.235,0.324,0.278,0.227,0.197
2024-03-12 10:00:00,5.0,20S,37.0,7.0,0.326,0.187,0.23,0.376,0.289
2024-03-12 10:00:00,5.0,20S,20.0,7.0,0.302,0.372,0.287,0.337,0.33
2024-03-12 10:00:00,5.0,20S,37.0,8.0,0.489,0.502,0.484,0.509,0.612
2024-03-12 10:00:00,5.0,20S,20.0,8.0,0.267,0.295,0.346,0.188,0.165
2024-03-12 10:00:00,5.0,20S,37.0,9.0,0.327,0.304,0.232,0.164,0.2
2024-03-12 10:00:00,5.0,20S,20.0,9.0,0.217,0.181,0.308,0.371,0.274
2024-03-12 10:00:00,5.0,20S,37.0,10.0,0.254,0.22,0.407,0.295,0.175
2024-03-12 10:00:00,5.0,20S,20.0,10.0,0.298,0.272,0.294,0.272,0.357
2024-03-12 10:00:00,5.0,20S,37.0,11.0,0.308,0.271,0.254,0.269,0.313
2024-03-12 10:00:00,5.0,20S,20.0,11.0,0.226,0.319,0.263,0.213,0.341
2024-03-12 10:00:00,5.0,20S,37.0,12.0,0.556,0.497,0.557,0.591,0.413
2024-03-12 10:00:00,5.0,20S,20.0,12.0,0.199,0.269,0.277,0.312,0.264
2024-03-12 10:00:00,5.0,37S,37.0,1.0,0.864,0.785,0.711,0.789,0.6
2024-03-12 10:00:00,5.0,37S,20.0,1.0,0.357,0.266,0.296,0.236,0.285
2024-03-12 10:00:00,5.0,37S,37.0,2.0,0.493,0.184,0.514,0.431,0.568
2024-03-12 10:00:00,5.0,37S,20.0,2.0,0.261,0.224,0.261,0.212,0.211
2024-03-12 10:00:00,5.0,37S,37.0,3.0,0.702,0.615,0.682,0.541,0.632
2024-03-12 10:00:00,5.0,37S,20.0,3.0,0.24,0.201,0.264,0.192,0.271
2024-03-12 10:00:00,5.0,37S,37.0,4.0,0.31,0.455,0.358,0.404,0.273
2024-03-12 10:00:00,5.0,37S,20.0,4.0,0.237,0.327,0.384,0.302,0.316
2024-03-12 10:00:00,5.0,37S,37.0,5.0,0.582,0.333,0.426,0.363,0.651
2024-03-12 10:00:00,5.0,37S,20.0,5.0,0.234,0.303,0.281,0.275,0.258
2024-03-12 10:00:00,5.0,37S,37.0,6.0,0.302,0.492,0.504,0.437,0.564
2024-03-12 10:00:00,5.0,37S,20.0,6.0,0.32,0.346,0.345,0.282,0.373
2024-03-12 10:00:00,5.0,37S,37.0,7.0,0.465,0.335,0.263,0.285,0.452
2024-03-12 10:00:00,5.0,37S,20.0,7.0,0.292,0.264,0.32,0.358,0.359
2024-03-12 10:00:00,5.0,37S,37.0,8.0,0.716,0.599,0.807,0.818,0.426
2024-03-12 10:00:00,5.0,37S,20.0,8.0,0.279,0.282,0.233,0.283,0.261
2024-03-12 10:00:00,5.0,37S,37.0,9.0,0.541,0.428,0.224,0.408,0.377
2024-03-12 10:00:00,5.0,37S,20.0,9.0,0.23,0.226,0.264,0.267,0.187
